4
0,0,4310
2380.347273,0,4310
4310,0,2380.347273
4310,0,0
4310,0,0
4310,0,-2380.347273
2380.347273,0,-4310
0,0,-4310
0,0,-4310
-2380.347273,0,-4310
-4310,0,-2380.347273
-4310,0,0
-4310,0,0
-4310,0,2380.347273
-2380.347273,0,4310
0,0,4310
