4
0,0,16460
9090.606985,0,16460
16460,0,9090.606985
16460,0,0
16460,0,0
16460,0,-9090.606985
9090.606985,0,-16460
0,0,-16460
0,0,-16460
-9090.606985,0,-16460
-16460,0,-9090.606985
-16460,0,0
-16460,0,0
-16460,0,9090.606985
-9090.606985,0,16460
0,0,16460
