4
0,0,5375
2968.530531,0,5375
5375,0,2968.530531
5375,0,0
5375,0,0
5375,0,-2968.530531
2968.530531,0,-5375
0,0,-5375
0,0,-5375
-2968.530531,0,-5375
-5375,0,-2968.530531
-5375,0,0
-5375,0,0
-5375,0,2968.530531
-2968.530531,0,5375
0,0,5375
